quarter,region,house_type,avg_sqm_price_real,n_transactions,cumulative_max,drawdown_pct
2021Q2,Bornholm,Villa,12966.9,171,13135.5,-1.28
2021Q3,Bornholm,Villa,14378.9,150,14378.9,0.0
2021Q4,Bornholm,Villa,14968.0,121,14968.0,0.0
2022Q1,Bornholm,Villa,12341.5,123,14968.0,-17.55
2022Q2,Bornholm,Villa,14530.8,117,14968.0,-2.92
2022Q3,Bornholm,Villa,14456.0,124,14968.0,-3.42
2022Q4,Bornholm,Villa,13037.8,78,14968.0,-12.89
2023Q1,Bornholm,Villa,12423.9,106,14968.0,-17.0
2023Q2,Bornholm,Villa,11886.3,111,14968.0,-20.59
2023Q3,Bornholm,Villa,13292.7,109,14968.0,-11.19
2023Q4,Bornholm,Villa,11945.8,145,14968.0,-20.19
2024Q1,Bornholm,Villa,14501.1,111,14968.0,-3.12
2024Q2,Bornholm,Villa,12644.0,126,14968.0,-15.53
2024Q3,Bornholm,Villa,13424.7,108,14968.0,-10.31
1992Q1,Fyn & islands,Apartment,49394.6,120,49394.6,0.0
1992Q2,Fyn & islands,Apartment,22778.1,45,49394.6,-53.89
1992Q3,Fyn & islands,Apartment,58121.5,152,58121.5,0.0
1992Q4,Fyn & islands,Apartment,47508.1,44,58121.5,-18.26
1993Q1,Fyn & islands,Apartment,28031.6,59,58121.5,-51.77
1993Q2,Fyn & islands,Apartment,27611.1,48,58121.5,-52.49
1993Q3,Fyn & islands,Apartment,35853.7,48,58121.5,-38.31
1993Q4,Fyn & islands,Apartment,32738.3,101,58121.5,-43.67
1994Q1,Fyn & islands,Apartment,34677.3,87,58121.5,-40.34
1994Q2,Fyn & islands,Apartment,30778.6,59,58121.5,-47.04
1994Q3,Fyn & islands,Apartment,34548.8,84,58121.5,-40.56
1994Q4,Fyn & islands,Apartment,21166.3,39,58121.5,-63.58
1995Q1,Fyn & islands,Apartment,14351.3,30,58121.5,-75.31
1995Q2,Fyn & islands,Apartment,49965.2,100,58121.5,-14.03
1995Q3,Fyn & islands,Apartment,18339.0,61,58121.5,-68.45
1995Q4,Fyn & islands,Apartment,58723.6,87,58723.6,0.0
1996Q1,Fyn & islands,Apartment,21346.4,97,58723.6,-63.65
1996Q2,Fyn & islands,Apartment,30436.1,63,58723.6,-48.17
1996Q3,Fyn & islands,Apartment,24734.4,87,58723.6,-57.88
1996Q4,Fyn & islands,Apartment,32507.9,88,58723.6,-44.64
1997Q1,Fyn & islands,Apartment,26773.0,73,58723.6,-54.41
1997Q2,Fyn & islands,Apartment,27624.9,58,58723.6,-52.96
1997Q3,Fyn & islands,Apartment,35971.6,84,58723.6,-38.74
1997Q4,Fyn & islands,Apartment,22988.0,77,58723.6,-60.85
1998Q1,Fyn & islands,Apartment,18974.5,68,58723.6,-67.69
1998Q2,Fyn & islands,Apartment,27158.3,124,58723.6,-53.75
1998Q3,Fyn & islands,Apartment,40515.5,116,58723.6,-31.01
1998Q4,Fyn & islands,Apartment,45355.6,60,58723.6,-22.76
1999Q1,Fyn & islands,Apartment,26043.4,44,58723.6,-55.65
1999Q2,Fyn & islands,Apartment,28658.0,59,58723.6,-51.2
1999Q3,Fyn & islands,Apartment,32850.3,79,58723.6,-44.06
1999Q4,Fyn & islands,Apartment,29528.5,51,58723.6,-49.72
2000Q1,Fyn & islands,Apartment,49953.9,271,58723.6,-14.93
2000Q2,Fyn & islands,Apartment,48256.0,136,58723.6,-17.83
2000Q3,Fyn & islands,Apartment,34909.1,72,58723.6,-40.55
2000Q4,Fyn & islands,Apartment,41784.1,88,58723.6,-28.85
2001Q1,Fyn & islands,Apartment,25286.9,109,58723.6,-56.94
2001Q2,Fyn & islands,Apartment,29777.3,87,58723.6,-49.29
2001Q3,Fyn & islands,Apartment,26597.4,66,58723.6,-54.71
2001Q4,Fyn & islands,Apartment,40611.5,101,58723.6,-30.84
2002Q1,Fyn & islands,Apartment,30588.2,87,58723.6,-47.91
2002Q2,Fyn & islands,Apartment,36566.9,81,58723.6,-37.73
2002Q3,Fyn & islands,Apartment,37953.2,107,58723.6,-35.37
2002Q4,Fyn & islands,Apartment,45465.2,130,58723.6,-22.58
2003Q1,Fyn & islands,Apartment,37540.2,180,58723.6,-36.07
2003Q2,Fyn & islands,Apartment,51309.4,167,58723.6,-12.63
2003Q3,Fyn & islands,Apartment,35704.9,85,58723.6,-39.2
2003Q4,Fyn & islands,Apartment,31293.1,85,58723.6,-46.71
2004Q1,Fyn & islands,Apartment,26974.8,99,58723.6,-54.06
2004Q2,Fyn & islands,Apartment,37371.3,138,58723.6,-36.36
2004Q3,Fyn & islands,Apartment,26658.2,68,58723.6,-54.6
2004Q4,Fyn & islands,Apartment,40382.5,119,58723.6,-31.23
2005Q1,Fyn & islands,Apartment,31660.2,101,58723.6,-46.09
2005Q2,Fyn & islands,Apartment,24658.2,173,58723.6,-58.01
2005Q3,Fyn & islands,Apartment,46462.9,179,58723.6,-20.88
2005Q4,Fyn & islands,Apartment,31050.1,161,58723.6,-47.13
2006Q1,Fyn & islands,Apartment,39118.4,172,58723.6,-33.39
2006Q2,Fyn & islands,Apartment,39965.8,224,58723.6,-31.94
2006Q3,Fyn & islands,Apartment,33291.6,101,58723.6,-43.31
2006Q4,Fyn & islands,Apartment,28390.8,142,58723.6,-51.65
2007Q1,Fyn & islands,Apartment,34134.4,135,58723.6,-41.87
2007Q2,Fyn & islands,Apartment,39267.7,144,58723.6,-33.13
2007Q3,Fyn & islands,Apartment,35378.3,116,58723.6,-39.75
2007Q4,Fyn & islands,Apartment,41639.6,189,58723.6,-29.09
2008Q1,Fyn & islands,Apartment,34871.2,140,58723.6,-40.62
2008Q2,Fyn & islands,Apartment,33637.5,109,58723.6,-42.72
2008Q3,Fyn & islands,Apartment,31174.9,91,58723.6,-46.91
2008Q4,Fyn & islands,Apartment,33395.0,160,58723.6,-43.13
2009Q1,Fyn & islands,Apartment,29160.2,37,58723.6,-50.34
2009Q2,Fyn & islands,Apartment,40290.9,66,58723.6,-31.39
2009Q3,Fyn & islands,Apartment,33730.6,68,58723.6,-42.56
2009Q4,Fyn & islands,Apartment,30303.0,64,58723.6,-48.4
2010Q1,Fyn & islands,Apartment,28998.8,113,58723.6,-50.62
2010Q2,Fyn & islands,Apartment,34627.5,90,58723.6,-41.03
2010Q3,Fyn & islands,Apartment,31047.6,79,58723.6,-47.13
2010Q4,Fyn & islands,Apartment,24261.8,142,58723.6,-58.68
2011Q1,Fyn & islands,Apartment,29464.8,118,58723.6,-49.82
2011Q2,Fyn & islands,Apartment,22994.8,75,58723.6,-60.84
2011Q3,Fyn & islands,Apartment,29467.2,72,58723.6,-49.82
2011Q4,Fyn & islands,Apartment,40291.0,92,58723.6,-31.39
2012Q1,Fyn & islands,Apartment,29134.3,75,58723.6,-50.39
2012Q2,Fyn & islands,Apartment,30997.1,92,58723.6,-47.22
2012Q3,Fyn & islands,Apartment,25476.1,85,58723.6,-56.62
2012Q4,Fyn & islands,Apartment,21910.3,83,58723.6,-62.69
2013Q1,Fyn & islands,Apartment,33886.4,101,58723.6,-42.3
2013Q2,Fyn & islands,Apartment,33985.2,150,58723.6,-42.13
2013Q3,Fyn & islands,Apartment,23628.0,109,58723.6,-59.76
2013Q4,Fyn & islands,Apartment,24526.6,103,58723.6,-58.23
2014Q1,Fyn & islands,Apartment,33192.3,99,58723.6,-43.48
2014Q2,Fyn & islands,Apartment,35297.4,153,58723.6,-39.89
2014Q3,Fyn & islands,Apartment,27864.2,101,58723.6,-52.55
2014Q4,Fyn & islands,Apartment,41731.6,135,58723.6,-28.94
2015Q1,Fyn & islands,Apartment,33774.3,123,58723.6,-42.49
2015Q2,Fyn & islands,Apartment,29048.9,142,58723.6,-50.53
2015Q3,Fyn & islands,Apartment,35156.9,167,58723.6,-40.13
2015Q4,Fyn & islands,Apartment,30935.0,162,58723.6,-47.32
2016Q1,Fyn & islands,Apartment,33679.8,187,58723.6,-42.65
2016Q2,Fyn & islands,Apartment,32449.3,141,58723.6,-44.74
2016Q3,Fyn & islands,Apartment,27549.0,140,58723.6,-53.09
2016Q4,Fyn & islands,Apartment,30850.0,81,58723.6,-47.47
2017Q3,Fyn & islands,Apartment,26562.6,177,58723.6,-54.77
2017Q4,Fyn & islands,Apartment,33292.6,231,58723.6,-43.31
2018Q1,Fyn & islands,Apartment,29012.2,194,58723.6,-50.6
2018Q2,Fyn & islands,Apartment,29861.8,218,58723.6,-49.15
2018Q3,Fyn & islands,Apartment,30453.0,222,58723.6,-48.14
2018Q4,Fyn & islands,Apartment,32897.9,236,58723.6,-43.98
2019Q1,Fyn & islands,Apartment,31099.5,260,58723.6,-47.04
2019Q2,Fyn & islands,Apartment,31261.0,266,58723.6,-46.77
2019Q3,Fyn & islands,Apartment,26434.8,231,58723.6,-54.98
2019Q4,Fyn & islands,Apartment,30478.0,246,58723.6,-48.1
2020Q1,Fyn & islands,Apartment,28876.0,239,58723.6,-50.83
2020Q2,Fyn & islands,Apartment,32355.5,230,58723.6,-44.9
2020Q3,Fyn & islands,Apartment,31096.9,259,58723.6,-47.05
2020Q4,Fyn & islands,Apartment,34701.3,340,58723.6,-40.91
2021Q1,Fyn & islands,Apartment,31124.9,382,58723.6,-47.0
2021Q2,Fyn & islands,Apartment,29278.5,330,58723.6,-50.14
2021Q3,Fyn & islands,Apartment,32662.6,289,58723.6,-44.38
2021Q4,Fyn & islands,Apartment,33744.8,320,58723.6,-42.54
2022Q1,Fyn & islands,Apartment,28697.7,283,58723.6,-51.13
2022Q2,Fyn & islands,Apartment,27828.1,266,58723.6,-52.61
2022Q3,Fyn & islands,Apartment,28187.4,174,58723.6,-52.0
2022Q4,Fyn & islands,Apartment,23325.7,149,58723.6,-60.28
2023Q1,Fyn & islands,Apartment,25743.0,186,58723.6,-56.16
2023Q2,Fyn & islands,Apartment,26041.5,174,58723.6,-55.65
2023Q3,Fyn & islands,Apartment,26985.8,147,58723.6,-54.05
2023Q4,Fyn & islands,Apartment,28302.9,231,58723.6,-51.8
2024Q1,Fyn & islands,Apartment,24841.6,199,58723.6,-57.7
2024Q2,Fyn & islands,Apartment,27210.9,244,58723.6,-53.66
2024Q3,Fyn & islands,Apartment,26579.3,159,58723.6,-54.74
2024Q4,Fyn & islands,Apartment,24094.8,7,58723.6,-58.97
1992Q1,Fyn & islands,Farm,8118.8,13,8118.8,0.0
1992Q2,Fyn & islands,Farm,9836.4,10,9836.4,0.0
1992Q3,Fyn & islands,Farm,8804.0,15,9836.4,-10.5
1992Q4,Fyn & islands,Farm,7623.0,11,9836.4,-22.5
1993Q1,Fyn & islands,Farm,12625.2,16,12625.2,0.0
1993Q2,Fyn & islands,Farm,10628.0,35,12625.2,-15.82
1993Q3,Fyn & islands,Farm,9053.2,24,12625.2,-28.29
1993Q4,Fyn & islands,Farm,12522.6,28,12625.2,-0.81
1994Q1,Fyn & islands,Farm,8372.6,25,12625.2,-33.68
1994Q2,Fyn & islands,Farm,9722.4,27,12625.2,-22.99
1994Q3,Fyn & islands,Farm,9449.2,39,12625.2,-25.16
1994Q4,Fyn & islands,Farm,12592.7,22,12625.2,-0.26
1995Q1,Fyn & islands,Farm,11764.7,26,12625.2,-6.82
1995Q2,Fyn & islands,Farm,13990.5,35,13990.5,0.0
1995Q3,Fyn & islands,Farm,10256.9,26,13990.5,-26.69
1995Q4,Fyn & islands,Farm,9464.8,22,13990.5,-32.35
1996Q1,Fyn & islands,Farm,8751.5,20,13990.5,-37.45
1996Q2,Fyn & islands,Farm,13588.5,25,13990.5,-2.87
1996Q3,Fyn & islands,Farm,9510.3,30,13990.5,-32.02
1996Q4,Fyn & islands,Farm,8856.2,17,13990.5,-36.7
1997Q1,Fyn & islands,Farm,9476.0,28,13990.5,-32.27
1997Q2,Fyn & islands,Farm,10485.1,31,13990.5,-25.06
1997Q3,Fyn & islands,Farm,7945.1,25,13990.5,-43.21
1997Q4,Fyn & islands,Farm,9355.9,17,13990.5,-33.13
1998Q1,Fyn & islands,Farm,12136.8,32,13990.5,-13.25
1998Q2,Fyn & islands,Farm,14697.4,28,14697.4,0.0
1998Q3,Fyn & islands,Farm,12641.4,19,14697.4,-13.99
1998Q4,Fyn & islands,Farm,13236.2,32,14697.4,-9.94
1999Q1,Fyn & islands,Farm,11501.3,26,14697.4,-21.75
1999Q2,Fyn & islands,Farm,11289.2,26,14697.4,-23.19
1999Q3,Fyn & islands,Farm,9539.6,30,14697.4,-35.09
1999Q4,Fyn & islands,Farm,13411.8,19,14697.4,-8.75
2000Q1,Fyn & islands,Farm,10592.6,22,14697.4,-27.93
2000Q2,Fyn & islands,Farm,10947.5,26,14697.4,-25.51
2000Q3,Fyn & islands,Farm,10779.1,36,14697.4,-26.66
2000Q4,Fyn & islands,Farm,12402.6,37,14697.4,-15.61
2001Q1,Fyn & islands,Farm,11958.7,34,14697.4,-18.63
2001Q2,Fyn & islands,Farm,9371.2,36,14697.4,-36.24
2001Q3,Fyn & islands,Farm,14839.3,32,14839.3,0.0
2001Q4,Fyn & islands,Farm,12465.0,32,14839.3,-16.0
2002Q1,Fyn & islands,Farm,11615.3,28,14839.3,-21.73
2002Q2,Fyn & islands,Farm,12866.7,43,14839.3,-13.29
2002Q3,Fyn & islands,Farm,11312.3,29,14839.3,-23.77
2002Q4,Fyn & islands,Farm,10564.3,38,14839.3,-28.81
2003Q1,Fyn & islands,Farm,11470.9,35,14839.3,-22.7
2003Q2,Fyn & islands,Farm,14458.8,42,14839.3,-2.56
2003Q3,Fyn & islands,Farm,9883.6,33,14839.3,-33.4
2003Q4,Fyn & islands,Farm,12957.8,49,14839.3,-12.68
2004Q1,Fyn & islands,Farm,13639.4,48,14839.3,-8.09
2004Q2,Fyn & islands,Farm,10256.0,43,14839.3,-30.89
2004Q3,Fyn & islands,Farm,11940.5,34,14839.3,-19.53
2004Q4,Fyn & islands,Farm,10586.7,43,14839.3,-28.66
2005Q1,Fyn & islands,Farm,11340.6,44,14839.3,-23.58
2005Q2,Fyn & islands,Farm,12813.1,43,14839.3,-13.65
2005Q3,Fyn & islands,Farm,11978.3,37,14839.3,-19.28
2005Q4,Fyn & islands,Farm,14913.5,39,14913.5,0.0
2006Q1,Fyn & islands,Farm,10773.5,43,14913.5,-27.76
2006Q2,Fyn & islands,Farm,11890.0,39,14913.5,-20.27
2006Q3,Fyn & islands,Farm,13190.8,51,14913.5,-11.55
2006Q4,Fyn & islands,Farm,11950.0,60,14913.5,-19.87
2007Q1,Fyn & islands,Farm,15308.3,39,15308.3,0.0
2007Q2,Fyn & islands,Farm,16917.0,40,16917.0,0.0
2007Q3,Fyn & islands,Farm,17396.7,27,17396.7,0.0
2007Q4,Fyn & islands,Farm,14576.2,28,17396.7,-16.21
2008Q1,Fyn & islands,Farm,16311.8,29,17396.7,-6.24
2008Q2,Fyn & islands,Farm,13861.4,41,17396.7,-20.32
2008Q3,Fyn & islands,Farm,19793.4,27,19793.4,0.0
2008Q4,Fyn & islands,Farm,16891.1,24,19793.4,-14.66
2009Q1,Fyn & islands,Farm,17285.8,37,19793.4,-12.67
2009Q2,Fyn & islands,Farm,13444.5,29,19793.4,-32.08
2009Q3,Fyn & islands,Farm,14620.5,25,19793.4,-26.13
2009Q4,Fyn & islands,Farm,12790.4,22,19793.4,-35.38
2010Q1,Fyn & islands,Farm,10567.0,48,19793.4,-46.61
2010Q2,Fyn & islands,Farm,10598.4,49,19793.4,-46.45
2010Q3,Fyn & islands,Farm,15241.4,21,19793.4,-23.0
2010Q4,Fyn & islands,Farm,11226.0,35,19793.4,-43.28
2011Q1,Fyn & islands,Farm,14134.1,23,19793.4,-28.59
2011Q2,Fyn & islands,Farm,14510.5,27,19793.4,-26.69
2011Q3,Fyn & islands,Farm,14346.3,39,19793.4,-27.52
2011Q4,Fyn & islands,Farm,12344.5,30,19793.4,-37.63
2012Q1,Fyn & islands,Farm,12092.2,46,19793.4,-38.91
2012Q2,Fyn & islands,Farm,11244.4,23,19793.4,-43.19
2012Q3,Fyn & islands,Farm,15066.1,48,19793.4,-23.88
2012Q4,Fyn & islands,Farm,13553.1,22,19793.4,-31.53
2013Q1,Fyn & islands,Farm,10683.2,26,19793.4,-46.03
2013Q2,Fyn & islands,Farm,13529.4,31,19793.4,-31.65
2013Q3,Fyn & islands,Farm,13835.9,36,19793.4,-30.1
2013Q4,Fyn & islands,Farm,9165.6,39,19793.4,-53.69
2014Q1,Fyn & islands,Farm,12363.7,42,19793.4,-37.54
2014Q2,Fyn & islands,Farm,11205.3,34,19793.4,-43.39
2014Q3,Fyn & islands,Farm,12043.0,40,19793.4,-39.16
2014Q4,Fyn & islands,Farm,11969.0,43,19793.4,-39.53
2015Q1,Fyn & islands,Farm,11824.3,32,19793.4,-40.26
2015Q2,Fyn & islands,Farm,12933.4,42,19793.4,-34.66
2015Q3,Fyn & islands,Farm,10772.4,43,19793.4,-45.58
2015Q4,Fyn & islands,Farm,11821.1,36,19793.4,-40.28
2016Q1,Fyn & islands,Farm,8888.2,37,19793.4,-55.1
2016Q2,Fyn & islands,Farm,9195.6,43,19793.4,-53.54
2016Q3,Fyn & islands,Farm,10776.6,53,19793.4,-45.55
2016Q4,Fyn & islands,Farm,10599.0,19,19793.4,-46.45
2017Q3,Fyn & islands,Farm,11565.3,56,19793.4,-41.57
2017Q4,Fyn & islands,Farm,11289.4,54,19793.4,-42.96
2018Q1,Fyn & islands,Farm,11049.2,57,19793.4,-44.18
2018Q2,Fyn & islands,Farm,12458.5,59,19793.4,-37.06
2018Q3,Fyn & islands,Farm,12509.8,65,19793.4,-36.8
2018Q4,Fyn & islands,Farm,13398.6,62,19793.4,-32.31
2019Q1,Fyn & islands,Farm,11603.0,54,19793.4,-41.38
2019Q2,Fyn & islands,Farm,12099.4,70,19793.4,-38.87
2019Q3,Fyn & islands,Farm,13005.0,68,19793.4,-34.3
2019Q4,Fyn & islands,Farm,15479.8,55,19793.4,-21.79
2020Q1,Fyn & islands,Farm,12317.8,60,19793.4,-37.77
2020Q2,Fyn & islands,Farm,12729.6,69,19793.4,-35.69
2020Q3,Fyn & islands,Farm,12849.9,84,19793.4,-35.08
2020Q4,Fyn & islands,Farm,12638.0,84,19793.4,-36.15
2021Q1,Fyn & islands,Farm,15326.4,87,19793.4,-22.57
2021Q2,Fyn & islands,Farm,12886.2,95,19793.4,-34.9
2021Q3,Fyn & islands,Farm,13232.5,103,19793.4,-33.15
2021Q4,Fyn & islands,Farm,14434.7,76,19793.4,-27.07
2022Q1,Fyn & islands,Farm,15059.8,75,19793.4,-23.91
2022Q2,Fyn & islands,Farm,14482.0,75,19793.4,-26.83
2022Q3,Fyn & islands,Farm,13045.2,77,19793.4,-34.09
2022Q4,Fyn & islands,Farm,14156.5,58,19793.4,-28.48
2023Q1,Fyn & islands,Farm,13918.5,74,19793.4,-29.68
2023Q2,Fyn & islands,Farm,11250.5,83,19793.4,-43.16
2023Q3,Fyn & islands,Farm,10146.6,67,19793.4,-48.74
2023Q4,Fyn & islands,Farm,12176.5,75,19793.4,-38.48
2024Q1,Fyn & islands,Farm,14535.1,54,19793.4,-26.57
2024Q2,Fyn & islands,Farm,13324.4,73,19793.4,-32.68
2024Q3,Fyn & islands,Farm,11545.6,63,19793.4,-41.67
1992Q1,Fyn & islands,Summerhouse,10824.3,11,10824.3,0.0
1992Q2,Fyn & islands,Summerhouse,10350.3,14,10824.3,-4.38
1992Q3,Fyn & islands,Summerhouse,13177.6,23,13177.6,0.0
1992Q4,Fyn & islands,Summerhouse,8894.1,13,13177.6,-32.51
1993Q1,Fyn & islands,Summerhouse,10657.6,13,13177.6,-19.12
1993Q2,Fyn & islands,Summerhouse,10197.2,11,13177.6,-22.62
1993Q3,Fyn & islands,Summerhouse,12122.5,16,13177.6,-8.01
1993Q4,Fyn & islands,Summerhouse,12937.5,14,13177.6,-1.82
1994Q1,Fyn & islands,Summerhouse,10107.3,9,13177.6,-23.3
1994Q2,Fyn & islands,Summerhouse,9167.6,16,13177.6,-30.43
1994Q3,Fyn & islands,Summerhouse,12548.2,20,13177.6,-4.78
1994Q4,Fyn & islands,Summerhouse,13208.7,13,13208.7,0.0
1995Q1,Fyn & islands,Summerhouse,8997.6,18,13208.7,-31.88
1995Q2,Fyn & islands,Summerhouse,11638.8,31,13208.7,-11.89
1995Q3,Fyn & islands,Summerhouse,11505.3,28,13208.7,-12.9
1995Q4,Fyn & islands,Summerhouse,10180.2,18,13208.7,-22.93
1996Q1,Fyn & islands,Summerhouse,10205.6,15,13208.7,-22.74
1996Q2,Fyn & islands,Summerhouse,13005.3,33,13208.7,-1.54
1996Q3,Fyn & islands,Summerhouse,10919.2,28,13208.7,-17.33
1996Q4,Fyn & islands,Summerhouse,15024.7,31,15024.7,0.0
1997Q1,Fyn & islands,Summerhouse,14115.7,18,15024.7,-6.05
1997Q2,Fyn & islands,Summerhouse,14475.0,37,15024.7,-3.66
1997Q3,Fyn & islands,Summerhouse,15709.7,30,15709.7,0.0
1997Q4,Fyn & islands,Summerhouse,15312.1,16,15709.7,-2.53
1998Q1,Fyn & islands,Summerhouse,14796.4,17,15709.7,-5.81
1998Q2,Fyn & islands,Summerhouse,13216.1,34,15709.7,-15.87
1998Q3,Fyn & islands,Summerhouse,13573.5,27,15709.7,-13.6
1998Q4,Fyn & islands,Summerhouse,14369.2,23,15709.7,-8.53
1999Q1,Fyn & islands,Summerhouse,12348.0,33,15709.7,-21.4
1999Q2,Fyn & islands,Summerhouse,14366.1,45,15709.7,-8.55
1999Q3,Fyn & islands,Summerhouse,15597.2,42,15709.7,-0.72
1999Q4,Fyn & islands,Summerhouse,13937.7,27,15709.7,-11.28
2000Q1,Fyn & islands,Summerhouse,16151.9,24,16151.9,0.0
2000Q2,Fyn & islands,Summerhouse,18827.7,41,18827.7,0.0
2000Q3,Fyn & islands,Summerhouse,15162.1,31,18827.7,-19.47
2000Q4,Fyn & islands,Summerhouse,19570.6,23,19570.6,0.0
2001Q1,Fyn & islands,Summerhouse,15913.2,25,19570.6,-18.69
2001Q2,Fyn & islands,Summerhouse,16128.1,27,19570.6,-17.59
2001Q3,Fyn & islands,Summerhouse,16188.8,26,19570.6,-17.28
2001Q4,Fyn & islands,Summerhouse,18222.2,17,19570.6,-6.89
2002Q1,Fyn & islands,Summerhouse,17274.7,23,19570.6,-11.73
2002Q2,Fyn & islands,Summerhouse,17140.2,46,19570.6,-12.42
2002Q3,Fyn & islands,Summerhouse,17230.0,50,19570.6,-11.96
2002Q4,Fyn & islands,Summerhouse,15269.2,26,19570.6,-21.98
2003Q1,Fyn & islands,Summerhouse,16131.6,28,19570.6,-17.57
2003Q2,Fyn & islands,Summerhouse,17700.4,58,19570.6,-9.56
2003Q3,Fyn & islands,Summerhouse,16055.4,58,19570.6,-17.96
2003Q4,Fyn & islands,Summerhouse,17685.9,55,19570.6,-9.63
2004Q1,Fyn & islands,Summerhouse,17469.8,47,19570.6,-10.73
2004Q2,Fyn & islands,Summerhouse,17082.3,77,19570.6,-12.71
2004Q3,Fyn & islands,Summerhouse,18996.7,37,19570.6,-2.93
2004Q4,Fyn & islands,Summerhouse,18270.9,45,19570.6,-6.64
2005Q1,Fyn & islands,Summerhouse,22893.7,37,22893.7,0.0
2005Q2,Fyn & islands,Summerhouse,20326.3,96,22893.7,-11.21
2005Q3,Fyn & islands,Summerhouse,22221.6,76,22893.7,-2.94
2005Q4,Fyn & islands,Summerhouse,22192.0,67,22893.7,-3.06
2006Q1,Fyn & islands,Summerhouse,19318.1,37,22893.7,-15.62
2006Q2,Fyn & islands,Summerhouse,24199.2,79,24199.2,0.0
2006Q3,Fyn & islands,Summerhouse,24059.2,57,24199.2,-0.58
2006Q4,Fyn & islands,Summerhouse,24517.1,32,24517.1,0.0
2007Q1,Fyn & islands,Summerhouse,23019.2,45,24517.1,-6.11
2007Q2,Fyn & islands,Summerhouse,24701.0,59,24701.0,0.0
2007Q3,Fyn & islands,Summerhouse,28560.8,69,28560.8,0.0
2007Q4,Fyn & islands,Summerhouse,27094.0,37,28560.8,-5.14
2008Q1,Fyn & islands,Summerhouse,22043.8,33,28560.8,-22.82
2008Q2,Fyn & islands,Summerhouse,27842.6,45,28560.8,-2.51
2008Q3,Fyn & islands,Summerhouse,24725.2,44,28560.8,-13.43
2008Q4,Fyn & islands,Summerhouse,22739.1,24,28560.8,-20.38
2009Q1,Fyn & islands,Summerhouse,25822.3,25,28560.8,-9.59
2009Q2,Fyn & islands,Summerhouse,25226.8,56,28560.8,-11.67
2009Q3,Fyn & islands,Summerhouse,22668.1,33,28560.8,-20.63
2009Q4,Fyn & islands,Summerhouse,25509.3,33,28560.8,-10.68
2010Q1,Fyn & islands,Summerhouse,30174.8,18,30174.8,0.0
2010Q2,Fyn & islands,Summerhouse,23345.7,44,30174.8,-22.63
2010Q3,Fyn & islands,Summerhouse,22330.9,54,30174.8,-25.99
2010Q4,Fyn & islands,Summerhouse,23156.8,35,30174.8,-23.26
2011Q1,Fyn & islands,Summerhouse,21494.8,19,30174.8,-28.77
2011Q2,Fyn & islands,Summerhouse,20257.6,33,30174.8,-32.87
2011Q3,Fyn & islands,Summerhouse,22052.8,38,30174.8,-26.92
2011Q4,Fyn & islands,Summerhouse,18946.4,33,30174.8,-37.21
2012Q1,Fyn & islands,Summerhouse,18528.9,30,30174.8,-38.59
2012Q2,Fyn & islands,Summerhouse,21261.8,49,30174.8,-29.54
2012Q3,Fyn & islands,Summerhouse,18869.2,50,30174.8,-37.47
2012Q4,Fyn & islands,Summerhouse,21614.3,34,30174.8,-28.37
2013Q1,Fyn & islands,Summerhouse,19792.6,38,30174.8,-34.41
2013Q2,Fyn & islands,Summerhouse,21828.0,51,30174.8,-27.66
2013Q3,Fyn & islands,Summerhouse,20864.7,47,30174.8,-30.85
2013Q4,Fyn & islands,Summerhouse,15307.1,37,30174.8,-49.27
2014Q1,Fyn & islands,Summerhouse,17592.3,26,30174.8,-41.7
2014Q2,Fyn & islands,Summerhouse,18978.4,54,30174.8,-37.11
2014Q3,Fyn & islands,Summerhouse,18448.3,70,30174.8,-38.86
2014Q4,Fyn & islands,Summerhouse,18871.1,48,30174.8,-37.46
2015Q1,Fyn & islands,Summerhouse,16053.1,36,30174.8,-46.8
2015Q2,Fyn & islands,Summerhouse,20671.7,72,30174.8,-31.49
2015Q3,Fyn & islands,Summerhouse,20875.5,54,30174.8,-30.82
2015Q4,Fyn & islands,Summerhouse,16391.9,53,30174.8,-45.68
2016Q1,Fyn & islands,Summerhouse,18321.3,42,30174.8,-39.28
2016Q2,Fyn & islands,Summerhouse,18487.3,96,30174.8,-38.73
2016Q3,Fyn & islands,Summerhouse,17830.7,85,30174.8,-40.91
2016Q4,Fyn & islands,Summerhouse,19070.3,35,30174.8,-36.8
2017Q3,Fyn & islands,Summerhouse,21082.0,81,30174.8,-30.13
2017Q4,Fyn & islands,Summerhouse,21086.5,58,30174.8,-30.12
2018Q1,Fyn & islands,Summerhouse,16381.5,69,30174.8,-45.71
2018Q2,Fyn & islands,Summerhouse,21708.7,119,30174.8,-28.06
2018Q3,Fyn & islands,Summerhouse,19523.5,94,30174.8,-35.3
2018Q4,Fyn & islands,Summerhouse,20237.8,66,30174.8,-32.93
2019Q1,Fyn & islands,Summerhouse,19657.1,72,30174.8,-34.86
2019Q2,Fyn & islands,Summerhouse,21100.6,119,30174.8,-30.07
2019Q3,Fyn & islands,Summerhouse,21101.4,140,30174.8,-30.07
2019Q4,Fyn & islands,Summerhouse,19835.4,91,30174.8,-34.26
2020Q1,Fyn & islands,Summerhouse,19960.6,78,30174.8,-33.85
2020Q2,Fyn & islands,Summerhouse,22024.7,252,30174.8,-27.01
2020Q3,Fyn & islands,Summerhouse,22787.0,212,30174.8,-24.48
