zip_code,city,region,n_years,growth_recent,liquidity_log,price_level,max_drawdown,R,F,M,RFM_score,RFM_code,rfm_segmento
9492,Blokhus,Jutland,33,0.111,4.3469,25929.6,-71.5149,5,4,5,14,545,Champions (premium caliente-liquido)
9493,Saltum,Jutland,33,0.4549,3.6643,21322.1,-30.5366,5,2,4,11,524,Intermedio
9500,Hobro,Jutland,33,-0.4066,5.1342,12939.1,-54.9956,1,5,2,8,152,"Value liquido (barato, accesible)"
9510,Arden,Jutland,33,-0.3197,3.6439,9602.5,-36.7748,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
9520,Skørping,Jutland,33,0.2713,3.9466,18199.7,-43.2579,5,3,4,12,534,Intermedio
9530,Støvring,Jutland,33,0.0634,4.4995,17295.9,-43.4483,4,4,3,11,443,"Emergente (momentum, ticket medio-bajo)"
9541,Suldrup,Jutland,33,0.0104,3.0827,10596.3,-44.7532,3,1,1,5,311,Intermedio
9550,Mariager,Jutland,33,-0.1365,3.818,10402.3,-59.1706,2,3,1,6,231,Intermedio
9560,Hadsund,Jutland,33,0.0739,5.0037,12972.3,-58.172,4,5,2,11,452,"Value liquido (barato, accesible)"
9575,Terndrup,Jutland,33,0.1645,2.9444,10763.7,-63.8391,5,1,1,7,511,"Emergente (momentum, ticket medio-bajo)"
9600,Aars,Jutland,33,-0.2224,4.619,13827.2,-55.7358,1,4,3,8,143,Intermedio
9610,Nørager,Jutland,33,-0.3319,3.477,9340.8,-69.0776,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
9620,Aalestrup,Jutland,33,0.2013,3.7024,9595.9,-58.8499,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
9632,Møldrup,Jutland,33,0.0722,3.046,9210.5,-72.39,4,1,1,6,411,"Emergente (momentum, ticket medio-bajo)"
9640,Farsø,Jutland,33,-0.1828,4.5643,11890.5,-56.6721,1,4,2,7,142,"Value liquido (barato, accesible)"
9670,Løgstør,Jutland,33,-0.3283,4.3862,10660.6,-59.0151,1,4,1,6,141,"Value liquido (barato, accesible)"
9681,Ranum,Jutland,33,-0.2287,2.9444,12279.2,-60.7846,1,1,2,4,112,"Periferico dormido (iliquido, frio)"
9690,Fjerritslev,Jutland,33,0.3341,4.3737,11381.6,-53.9669,5,4,2,11,542,"Value liquido (barato, accesible)"
9700,Brønderslev,Jutland,33,-0.1532,4.9215,11174.4,-55.3826,1,5,2,8,152,"Value liquido (barato, accesible)"
9740,Jerslev J,Jutland,33,0.0692,2.9412,7357.5,-43.8224,4,1,1,6,411,"Emergente (momentum, ticket medio-bajo)"
9750,Astervrå,Jutland,33,-0.0743,3.0645,8221.6,-76.4512,2,1,1,4,211,"Periferico dormido (iliquido, frio)"
9760,Vrå,Jutland,33,0.3587,3.7319,11859.0,-73.4262,5,2,2,9,522,"Emergente (momentum, ticket medio-bajo)"
9800,Hjørring,Jutland,33,-0.1439,5.7138,17648.8,-41.4647,2,5,4,11,254,"Premium frio (caro, sin momentum)"
9830,Tårs,Jutland,33,0.1224,3.3257,10538.2,-52.1477,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
9850,Hirtshals,Jutland,33,-0.1699,4.4749,12665.0,-47.2855,1,4,2,7,142,"Value liquido (barato, accesible)"
9870,Sindal,Jutland,33,0.0355,3.9294,10803.8,-53.0638,4,3,1,8,431,"Emergente (momentum, ticket medio-bajo)"
9881,Bindslev,Jutland,33,-0.2827,3.7787,14635.0,-35.326,1,3,3,7,133,Intermedio
9900,Frederikshavn,Jutland,33,-0.4009,5.3162,12807.8,-49.8269,1,5,2,8,152,"Value liquido (barato, accesible)"
9940,Læsø,Jutland,33,-0.214,3.6296,13283.3,-33.8132,1,2,2,5,122,"Periferico dormido (iliquido, frio)"
9970,Strandby,Jutland,33,-0.0227,3.1499,10642.8,-49.0838,3,1,1,5,311,Intermedio
9981,Jerup,Jutland,33,-0.0279,3.0078,14337.7,-52.5716,3,1,3,7,313,Intermedio
9982,Ãlbæk,Jutland,33,-0.0555,3.4957,15313.8,-95.1388,2,2,3,7,223,"Periferico dormido (iliquido, frio)"
9990,Skagen,Jutland,33,-0.1501,4.6115,23717.9,-36.3692,2,4,4,10,244,"Premium frio (caro, sin momentum)"
