quarter,year,region,avg_sqm_price_real,n_transactions,yield_mortgage_bonds_pct,base_year_price,regional_index
2019Q3,2019,Jutland,18147.9,9688,1.4,13051.493840750445,139.05
2019Q4,2019,Jutland,17622.6,8557,1.4,13051.493840750445,135.02
2020Q1,2020,Jutland,18236.7,9268,1.1,13051.493840750445,139.73
2020Q2,2020,Jutland,17033.4,11657,1.1,13051.493840750445,130.51
2020Q3,2020,Jutland,18040.9,12387,1.1,13051.493840750445,138.23
2020Q4,2020,Jutland,19427.9,12884,1.1,13051.493840750445,148.86
2021Q1,2021,Jutland,18673.1,15636,1.5,13051.493840750445,143.07
2021Q2,2021,Jutland,19173.7,15534,1.5,13051.493840750445,146.91
2021Q3,2021,Jutland,18627.2,11787,1.5,13051.493840750445,142.72
2021Q4,2021,Jutland,19491.6,10736,1.5,13051.493840750445,149.34
2022Q1,2022,Jutland,17826.0,11263,3.7,13051.493840750445,136.58
2022Q2,2022,Jutland,17658.6,10877,3.7,13051.493840750445,135.3
2022Q3,2022,Jutland,16564.7,8548,3.7,13051.493840750445,126.92
2022Q4,2022,Jutland,17113.0,6724,3.7,13051.493840750445,131.12
2023Q1,2023,Jutland,16494.8,8131,4.8,13051.493840750445,126.38
2023Q2,2023,Jutland,16715.0,9633,4.8,13051.493840750445,128.07
2023Q3,2023,Jutland,16761.2,7491,4.8,13051.493840750445,128.42
2023Q4,2023,Jutland,16772.0,8912,4.8,13051.493840750445,128.51
2024Q1,2024,Jutland,16726.4,8793,4.3,13051.493840750445,128.16
2024Q2,2024,Jutland,17247.4,10333,4.3,13051.493840750445,132.15
2024Q3,2024,Jutland,16353.5,7300,4.3,13051.493840750445,125.3
2024Q4,2024,Jutland,14355.5,440,,13051.493840750445,109.99
1992Q1,1992,Zealand,15921.2,1348,10.1,14027.845292802464,113.5
1992Q2,1992,Zealand,12887.7,1552,10.1,14027.845292802464,91.87
1992Q3,1992,Zealand,13462.7,1290,10.1,14027.845292802464,95.97
1992Q4,1992,Zealand,13839.7,1101,10.1,14027.845292802464,98.66
1993Q1,1993,Zealand,12154.7,1040,8.2,14027.845292802464,86.65
1993Q2,1993,Zealand,13374.3,1526,8.2,14027.845292802464,95.34
1993Q3,1993,Zealand,13252.0,1847,8.2,14027.845292802464,94.47
1993Q4,1993,Zealand,14593.0,1624,8.2,14027.845292802464,104.03
1994Q1,1994,Zealand,14615.8,1593,8.4,14027.845292802464,104.19
1994Q2,1994,Zealand,12949.9,1931,8.4,14027.845292802464,92.32
1994Q3,1994,Zealand,14163.0,1741,8.4,14027.845292802464,100.96
1994Q4,1994,Zealand,16636.3,1624,8.4,14027.845292802464,118.59
1995Q1,1995,Zealand,13433.7,1574,9.1,14027.845292802464,95.76
1995Q2,1995,Zealand,11380.0,2018,9.1,14027.845292802464,81.12
1995Q3,1995,Zealand,14052.4,1930,9.1,14027.845292802464,100.18
1995Q4,1995,Zealand,14256.2,1725,9.1,14027.845292802464,101.63
1996Q1,1996,Zealand,13104.9,1660,7.8,14027.845292802464,93.42
1996Q2,1996,Zealand,14212.3,2229,7.8,14027.845292802464,101.32
1996Q3,1996,Zealand,15165.9,2245,7.8,14027.845292802464,108.11
1996Q4,1996,Zealand,13861.2,1881,7.8,14027.845292802464,98.81
1997Q1,1997,Zealand,14722.1,1869,7.2,14027.845292802464,104.95
1997Q2,1997,Zealand,15316.3,2551,7.2,14027.845292802464,109.19
1997Q3,1997,Zealand,16211.3,2302,7.2,14027.845292802464,115.56
1997Q4,1997,Zealand,15836.6,2050,7.2,14027.845292802464,112.89
1998Q1,1998,Zealand,16972.9,2320,6.3,14027.845292802464,120.99
1998Q2,1998,Zealand,14755.4,2609,6.3,14027.845292802464,105.19
1998Q3,1998,Zealand,15489.7,2140,6.3,14027.845292802464,110.42
1998Q4,1998,Zealand,15745.6,1794,6.3,14027.845292802464,112.25
1999Q1,1999,Zealand,15655.8,1963,6.6,14027.845292802464,111.6
1999Q2,1999,Zealand,17990.9,2783,6.6,14027.845292802464,128.25
1999Q3,1999,Zealand,15867.1,2325,6.6,14027.845292802464,113.11
1999Q4,1999,Zealand,17769.6,2065,6.6,14027.845292802464,126.67
2000Q1,2000,Zealand,16612.2,2035,7.3,14027.845292802464,118.42
2000Q2,2000,Zealand,17498.5,2692,7.3,14027.845292802464,124.74
2000Q3,2000,Zealand,16951.2,2583,7.3,14027.845292802464,120.84
2000Q4,2000,Zealand,17797.8,2210,7.3,14027.845292802464,126.87
2001Q1,2001,Zealand,17811.5,2348,7.0,14027.845292802464,126.97
2001Q2,2001,Zealand,17774.4,2941,7.0,14027.845292802464,126.71
2001Q3,2001,Zealand,19195.9,2640,7.0,14027.845292802464,136.84
2001Q4,2001,Zealand,18370.8,2279,7.0,14027.845292802464,130.96
2002Q1,2002,Zealand,18151.3,2450,6.7,14027.845292802464,129.39
2002Q2,2002,Zealand,18805.4,3033,6.7,14027.845292802464,134.06
2002Q3,2002,Zealand,17344.1,2995,6.7,14027.845292802464,123.64
2002Q4,2002,Zealand,19058.9,2396,6.7,14027.845292802464,135.86
2003Q1,2003,Zealand,18644.4,2589,5.1,14027.845292802464,132.91
2003Q2,2003,Zealand,19637.2,3247,5.1,14027.845292802464,139.99
2003Q3,2003,Zealand,19893.1,3312,5.1,14027.845292802464,141.81
2003Q4,2003,Zealand,18521.9,2833,5.1,14027.845292802464,132.04
2004Q1,2004,Zealand,19345.7,3344,5.3,14027.845292802464,137.91
2004Q2,2004,Zealand,20156.1,3823,5.3,14027.845292802464,143.69
2004Q3,2004,Zealand,20621.6,2577,5.3,14027.845292802464,147.01
2004Q4,2004,Zealand,21387.0,3161,5.3,14027.845292802464,152.46
2005Q1,2005,Zealand,22588.6,3494,4.4,14027.845292802464,161.03
2005Q2,2005,Zealand,22729.0,4458,4.4,14027.845292802464,162.03
2005Q3,2005,Zealand,23642.0,3917,4.4,14027.845292802464,168.54
2005Q4,2005,Zealand,25495.7,3446,4.4,14027.845292802464,181.75
2006Q1,2006,Zealand,26053.0,3515,5.1,14027.845292802464,185.72
2006Q2,2006,Zealand,27193.4,3968,5.1,14027.845292802464,193.85
2006Q3,2006,Zealand,26955.4,3228,5.1,14027.845292802464,192.16
2006Q4,2006,Zealand,28253.1,2696,5.1,14027.845292802464,201.41
2007Q1,2007,Zealand,27273.9,2710,5.7,14027.845292802464,194.43
2007Q2,2007,Zealand,27658.0,3580,5.7,14027.845292802464,197.16
2007Q3,2007,Zealand,27298.7,3174,5.7,14027.845292802464,194.6
2007Q4,2007,Zealand,26911.9,2719,5.7,14027.845292802464,191.85
2008Q1,2008,Zealand,26109.4,2820,6.5,14027.845292802464,186.13
2008Q2,2008,Zealand,25855.8,3061,6.5,14027.845292802464,184.32
2008Q3,2008,Zealand,24447.3,2193,6.5,14027.845292802464,174.28
2008Q4,2008,Zealand,24040.9,1611,6.5,14027.845292802464,171.38
2009Q1,2009,Zealand,21951.7,1682,5.5,14027.845292802464,156.49
2009Q2,2009,Zealand,21680.5,2699,5.5,14027.845292802464,154.55
2009Q3,2009,Zealand,21666.9,2583,5.5,14027.845292802464,154.46
2009Q4,2009,Zealand,22188.9,2597,5.5,14027.845292802464,158.18
2010Q1,2010,Zealand,23122.5,2806,4.5,14027.845292802464,164.83
2010Q2,2010,Zealand,22573.6,3250,4.5,14027.845292802464,160.92
2010Q3,2010,Zealand,22618.5,3196,4.5,14027.845292802464,161.24
2010Q4,2010,Zealand,22413.4,2918,4.5,14027.845292802464,159.78
2011Q1,2011,Zealand,22197.7,2608,4.8,14027.845292802464,158.24
2011Q2,2011,Zealand,22437.5,2847,4.8,14027.845292802464,159.95
2011Q3,2011,Zealand,21815.8,2643,4.8,14027.845292802464,155.52
2011Q4,2011,Zealand,21386.4,2363,4.8,14027.845292802464,152.46
2012Q1,2012,Zealand,21957.2,2638,3.7,14027.845292802464,156.53
2012Q2,2012,Zealand,21510.6,3233,3.7,14027.845292802464,153.34
2012Q3,2012,Zealand,21260.4,3363,3.7,14027.845292802464,151.56
2012Q4,2012,Zealand,21688.7,3077,3.7,14027.845292802464,154.61
2013Q1,2013,Zealand,23125.6,2973,3.5,14027.845292802464,164.86
2013Q2,2013,Zealand,22132.5,3740,3.5,14027.845292802464,157.78
2013Q3,2013,Zealand,22249.7,3752,3.5,14027.845292802464,158.61
2013Q4,2013,Zealand,22723.5,3473,3.5,14027.845292802464,161.99
2014Q1,2014,Zealand,23665.6,3677,3.1,14027.845292802464,168.7
2014Q2,2014,Zealand,23331.5,4407,3.1,14027.845292802464,166.32
2014Q3,2014,Zealand,23141.4,4452,3.1,14027.845292802464,164.97
2014Q4,2014,Zealand,24043.2,4114,3.1,14027.845292802464,171.4
2015Q1,2015,Zealand,24839.0,4936,2.8,14027.845292802464,177.07
2015Q2,2015,Zealand,25154.6,6020,2.8,14027.845292802464,179.32
2015Q3,2015,Zealand,24299.8,5474,2.8,14027.845292802464,173.23
2015Q4,2015,Zealand,24392.7,4611,2.8,14027.845292802464,173.89
2016Q1,2016,Zealand,25489.1,4765,2.6,14027.845292802464,181.7
2016Q2,2016,Zealand,26429.1,6370,2.6,14027.845292802464,188.4
2016Q3,2016,Zealand,25377.0,5775,2.6,14027.845292802464,180.9
2016Q4,2016,Zealand,26006.6,3624,2.6,14027.845292802464,185.39
2017Q3,2017,Zealand,26769.7,6613,2.3,14027.845292802464,190.83
2017Q4,2017,Zealand,26636.3,6386,2.3,14027.845292802464,189.88
2018Q1,2018,Zealand,27579.4,6441,2.1,14027.845292802464,196.6
2018Q2,2018,Zealand,27425.9,7667,2.1,14027.845292802464,195.51
2018Q3,2018,Zealand,27312.0,7361,2.1,14027.845292802464,194.7
2018Q4,2018,Zealand,26812.1,6482,2.1,14027.845292802464,191.13
2019Q1,2019,Zealand,26842.4,6802,1.4,14027.845292802464,191.35
2019Q2,2019,Zealand,27371.2,8142,1.4,14027.845292802464,195.12
2019Q3,2019,Zealand,27769.3,8333,1.4,14027.845292802464,197.96
2019Q4,2019,Zealand,27973.5,7168,1.4,14027.845292802464,199.41
2020Q1,2020,Zealand,28360.0,7286,1.1,14027.845292802464,202.17
2020Q2,2020,Zealand,27472.5,10061,1.1,14027.845292802464,195.84
2020Q3,2020,Zealand,29078.7,10713,1.1,14027.845292802464,207.29
2020Q4,2020,Zealand,30969.9,10730,1.1,14027.845292802464,220.77
2021Q1,2021,Zealand,31350.3,12864,1.5,14027.845292802464,223.49
2021Q2,2021,Zealand,31503.4,12205,1.5,14027.845292802464,224.58
2021Q3,2021,Zealand,31297.2,9211,1.5,14027.845292802464,223.11
2021Q4,2021,Zealand,32821.9,8487,1.5,14027.845292802464,233.98
2022Q1,2022,Zealand,30909.5,8861,3.7,14027.845292802464,220.34
2022Q2,2022,Zealand,29755.7,7839,3.7,14027.845292802464,212.12
2022Q3,2022,Zealand,28674.7,6055,3.7,14027.845292802464,204.41
2022Q4,2022,Zealand,28179.8,4927,3.7,14027.845292802464,200.88
2023Q1,2023,Zealand,28716.3,6831,4.8,14027.845292802464,204.71
2023Q2,2023,Zealand,29210.7,8364,4.8,14027.845292802464,208.23
2023Q3,2023,Zealand,29701.3,6937,4.8,14027.845292802464,211.73
2023Q4,2023,Zealand,30553.7,8595,4.8,14027.845292802464,217.81
2024Q1,2024,Zealand,29284.2,7241,4.3,14027.845292802464,208.76
2024Q2,2024,Zealand,29667.9,8965,4.3,14027.845292802464,211.49
2024Q3,2024,Zealand,28586.7,6823,4.3,14027.845292802464,203.79
2024Q4,2024,Zealand,29498.4,411,,14027.845292802464,210.28
